uuid;name;shortname;synonym-1;description;reference-term-source;reference-term-code;reference-term-relationship;class;datatype;is-set;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Immobilization of Finger, Left with Cast;;Plaster Finger, Left;Immobilization:(Limiting or preventing motion of a body region) of Finger, Left with Cast;ICD10 PCS-BD;2W3KX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Lower Extremity, Right with Cast ;;Plaster Lower Extremity, Right;Immobilization:(Limiting or preventing motion of a body region) of Lower Extremity, Right with Cast ;ICD10 PCS-BD;2W3LX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Lower Extremity, Left with Cast ;;Plaster Lower Extremity, Left;Immobilization:(Limiting or preventing motion of a body region) of Lower Extremity, Left with Cast ;ICD10 PCS-BD;2W3MX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Upper Leg, Right with Cast ;;Plaster Upper Leg, Right;Immobilization:(Limiting or preventing motion of a body region) of Upper Leg, Right with Cast ;ICD10 PCS-BD;2W3NX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Upper Leg, Left with Cast;;Plaster Upper Leg, Left;Immobilization:(Limiting or preventing motion of a body region) of Upper Leg, Left with Cast;ICD10 PCS-BD;2W3PX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Lower Leg, Right with Cast ;;Plaster Lower Leg, Right;Immobilization:(Limiting or preventing motion of a body region) of Lower Leg, Right with Cast ;ICD10 PCS-BD;2W3QX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Lower Leg, Left with Cast ;;Plaster Lower Leg, Left;Immobilization:(Limiting or preventing motion of a body region) of Lower Leg, Left with Cast ;ICD10 PCS-BD;2W3RX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Foot, Right with Cast ;;Plaster Foot, Right;Immobilization:(Limiting or preventing motion of a body region) of Foot, Right with Cast ;ICD10 PCS-BD;2W3SX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Foot,Left with Cast ;;Plaster Foot,Left;Immobilization:(Limiting or preventing motion of a body region) of Foot,Left with Cast ;ICD10 PCS-BD;2W3TX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Toe, Right with Cast ;;Plaster Toe, Right;Immobilization:(Limiting or preventing motion of a body region) of Toe, Right with Cast ;ICD10 PCS-BD;2W3UX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Toe, Left with Cast ;;Plaster Toe, Left;Immobilization:(Limiting or preventing motion of a body region) of Toe, Left with Cast ;ICD10 PCS-BD;2W3VX2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Face with Splint ;;;Immobilization:(Limiting or preventing motion of a body region) of Face with Splint ;ICD10 PCS-BD;2W31X1Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Face with Cast ;;;Immobilization:(Limiting or preventing motion of a body region) of Face with Cast ;ICD10 PCS-BD;2W31X2Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Face with Brace ;;;Immobilization:(Limiting or preventing motion of a body region) of Face with Brace ;ICD10 PCS-BD;2W31X3Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Face with Wire ;;;Immobilization:(Limiting or preventing motion of a body region) of Face with Wire ;ICD10 PCS-BD;2W31X9Z;SAME-AS;Procedure;N/A;;;;;
;Immobilization of Face with Other Device ;;;Immobilization:(Limiting or preventing motion of a body region) of Face with Other Device ;ICD10 PCS-BD;2W31XYZ;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Head ;;;Removal:(Taking out or off a device from a body part) of Splint from Head ;ICD10 PCS-BD;2W50X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Neck;;;Removal:(Taking out or off a device from a body part) of Splint from Neck;ICD10 PCS-BD;2W52X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Abdominal Wall ;;;Removal:(Taking out or off a device from a body part) of Splint from Abdominal Wall ;ICD10 PCS-BD;2W53X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Chest Wall ;;;Removal:(Taking out or off a device from a body part) of Splint from Chest Wall ;ICD10 PCS-BD;2W54X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Back ;;;Removal:(Taking out or off a device from a body part) of Splint from Back ;ICD10 PCS-BD;2W55X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Inguinal Region, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Inguinal Region, Right ;ICD10 PCS-BD;2W56X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Inguinal Region, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Inguinal Region, Left ;ICD10 PCS-BD;2W57X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Upper Extremity, Right;;;Removal:(Taking out or off a device from a body part) of Splint from Upper Extremity, Right;ICD10 PCS-BD;2W58X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Upper Extremity, Left;;;Removal:(Taking out or off a device from a body part) of Splint from Upper Extremity, Left;ICD10 PCS-BD;2W59X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Upper Arm, Right;;;Removal:(Taking out or off a device from a body part) of Splint from Upper Arm, Right;ICD10 PCS-BD;2W5AX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Upper Arm, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Upper Arm, Left ;ICD10 PCS-BD;2W5BX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Lower Arm, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Lower Arm, Right ;ICD10 PCS-BD;2W5CX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Lower Arm, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Lower Arm, Left ;ICD10 PCS-BD;2W5DX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Hand, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Hand, Right ;ICD10 PCS-BD;2W5EX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Hand, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Hand, Left ;ICD10 PCS-BD;2W5FX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Thumb, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Thumb, Right ;ICD10 PCS-BD;2W5GX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Thumb, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Thumb, Left ;ICD10 PCS-BD;2W5HX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Finger, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Finger, Right ;ICD10 PCS-BD;2W5JX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Finger, Left;;;Removal:(Taking out or off a device from a body part) of Splint from Finger, Left;ICD10 PCS-BD;2W5KX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Lower Extremity, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Lower Extremity, Right ;ICD10 PCS-BD;2W5LX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Lower Extremity, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Lower Extremity, Left ;ICD10 PCS-BD;2W5MX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Upper Leg, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Upper Leg, Right ;ICD10 PCS-BD;2W5NX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Upper Leg, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Upper Leg, Left ;ICD10 PCS-BD;2W5PX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Lower Leg, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Lower Leg, Right ;ICD10 PCS-BD;2W5QX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Lower Leg, Left;;;Removal:(Taking out or off a device from a body part) of Splint from Lower Leg, Left;ICD10 PCS-BD;2W5RX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Foot, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Foot, Right ;ICD10 PCS-BD;2W5SX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Foot,Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Foot,Left ;ICD10 PCS-BD;2W5TX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Toe, Right ;;;Removal:(Taking out or off a device from a body part) of Splint from Toe, Right ;ICD10 PCS-BD;2W5UX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Toe, Left ;;;Removal:(Taking out or off a device from a body part) of Splint from Toe, Left ;ICD10 PCS-BD;2W5VX1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Head ;;;Removal:(Taking out or off a device from a body part) of Cast from Head ;ICD10 PCS-BD;2W50X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Neck ;;;Removal:(Taking out or off a device from a body part) of Cast from Neck ;ICD10 PCS-BD;2W52X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Abdominal Wall;;;Removal:(Taking out or off a device from a body part) of Cast from Abdominal Wall;ICD10 PCS-BD;2W53X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Chest Wall ;;;Removal:(Taking out or off a device from a body part) of Cast from Chest Wall ;ICD10 PCS-BD;2W54X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Back ;;;Removal:(Taking out or off a device from a body part) of Cast from Back ;ICD10 PCS-BD;2W55X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Inguinal Region, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Inguinal Region, Right ;ICD10 PCS-BD;2W56X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Inguinal Region, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Inguinal Region, Left ;ICD10 PCS-BD;2W57X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Upper Extremity, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Upper Extremity, Right ;ICD10 PCS-BD;2W58X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Upper Extremity, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Upper Extremity, Left ;ICD10 PCS-BD;2W59X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Upper Arm, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Upper Arm, Right ;ICD10 PCS-BD;2W5AX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Upper Arm, Left;;;Removal:(Taking out or off a device from a body part) of Cast from Upper Arm, Left;ICD10 PCS-BD;2W5BX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Lower Arm, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Lower Arm, Right ;ICD10 PCS-BD;2W5CX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Lower Arm, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Lower Arm, Left ;ICD10 PCS-BD;2W5DX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Hand, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Hand, Right ;ICD10 PCS-BD;2W5EX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Hand, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Hand, Left ;ICD10 PCS-BD;2W5FX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Thumb, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Thumb, Right ;ICD10 PCS-BD;2W5GX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Thumb, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Thumb, Left ;ICD10 PCS-BD;2W5HX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Finger, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Finger, Right ;ICD10 PCS-BD;2W5JX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Finger, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Finger, Left ;ICD10 PCS-BD;2W5KX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Lower Extremity, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Lower Extremity, Right ;ICD10 PCS-BD;2W5LX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Lower Extremity, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Lower Extremity, Left ;ICD10 PCS-BD;2W5MX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Upper Leg, Right;;;Removal:(Taking out or off a device from a body part) of Cast from Upper Leg, Right;ICD10 PCS-BD;2W5NX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Upper Leg, Left;;;Removal:(Taking out or off a device from a body part) of Cast from Upper Leg, Left;ICD10 PCS-BD;2W5PX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Lower Leg, Right;;;Removal:(Taking out or off a device from a body part) of Cast from Lower Leg, Right;ICD10 PCS-BD;2W5QX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Lower Leg, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Lower Leg, Left ;ICD10 PCS-BD;2W5RX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Foot, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Foot, Right ;ICD10 PCS-BD;2W5SX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Foot,Left;;;Removal:(Taking out or off a device from a body part) of Cast from Foot,Left;ICD10 PCS-BD;2W5TX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Toe, Right ;;;Removal:(Taking out or off a device from a body part) of Cast from Toe, Right ;ICD10 PCS-BD;2W5UX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Toe, Left ;;;Removal:(Taking out or off a device from a body part) of Cast from Toe, Left ;ICD10 PCS-BD;2W5VX2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Splint from Face;;;Removal:(Taking out or off a device from a body part) of Cast from Face ;ICD10 PCS-BD;2W51X1Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Cast from Face ;;;Removal:(Taking out or off a device from a body part) of Cast from Face ;ICD10 PCS-BD;2W51X2Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Brace from Face ;;;Removal:(Taking out or off a device from a body part) of Brace from Face ;ICD10 PCS-BD;2W51X3Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Wire from Face ;;;Removal:(Taking out or off a device from a body part) of Wire from Face ;ICD10 PCS-BD;2W51X9Z;SAME-AS;Procedure;N/A;;;;;
;Removal of Other Device from Face ;;;Removal:(Taking out or off a device from a body part) of Other Device from Face ;ICD10 PCS-BD;2W51XYZ;SAME-AS;Procedure;N/A;;;;;
;Traction of Head;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Head;ICD10 PCS-BD;2W60X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Face;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Face;ICD10 PCS-BD;2W61X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Neck;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Neck;ICD10 PCS-BD;2W62X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Abdominal Wall ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Abdominal Wall ;ICD10 PCS-BD;2W63X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Chest Wall ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Chest Wall ;ICD10 PCS-BD;2W64X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Back ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Back ;ICD10 PCS-BD;2W65X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Inguinal Region, Right;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Inguinal Region, Right;ICD10 PCS-BD;2W66X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Inguinal Region,Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Inguinal Region,Left ;ICD10 PCS-BD;2W67X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Upper Extremity, Right;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Upper Extremity, Right;ICD10 PCS-BD;2W68X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Upper Extremity, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Upper Extremity, Left ;ICD10 PCS-BD;2W69X0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Upper Arm, Right ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Upper Arm, Right ;ICD10 PCS-BD;2W6AX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Upper Arm, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Upper Arm, Left ;ICD10 PCS-BD;2W6BX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Lower Arm, Right ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Lower Arm, Right ;ICD10 PCS-BD;2W6CX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Lower Arm, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Lower Arm, Left ;ICD10 PCS-BD;2W6DX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Hand, Right ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Hand, Right ;ICD10 PCS-BD;2W6EX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Hand, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Hand, Left ;ICD10 PCS-BD;2W6FX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Thumb, Right ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Thumb, Right ;ICD10 PCS-BD;2W6GX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Thumb, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Thumb, Left ;ICD10 PCS-BD;2W6HX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Finger, Right ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Finger, Right ;ICD10 PCS-BD;2W6JX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Finger, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Finger, Left ;ICD10 PCS-BD;2W6KX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Lower Extremity, Right ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Lower Extremity, Right ;ICD10 PCS-BD;2W6LX0Z;SAME-AS;Procedure;N/A;;;;;
;Traction of Lower Extremity, Left ;;;Traction: (Exerting a pulling force on a body region in a distal direction) of Lower Extremity, Left ;ICD10 PCS-BD;2W6MX0Z;SAME-AS;Procedure;N/A;;;;;
